2020-02-07	31761296	Hernandez Cordero AI	2019-11-21	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/31761296	Genome-wide Associations Reveal Human-Mouse Genetic Convergence and Modifiers of Myogenesis, CPNE1 and STC2.	Appendicular lean mass	181,862 European ancestry elderly individuals	NA	17q21.31	17	44740038	NR	DBF4B			ENSG00000161692			rs62066008-G	rs62066008	0	62066008	intron_variant	0	0.14456	4E-9	8.397940008672037		0.0566515	[0.038-0.076] unit increase	Affymetrix [17914406] (imputed)	N
2019-01-28	30598549	Morris JA	2018-12-31	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30598549	An atlas of genetic influences on osteoporosis in humans and mice.	Heel bone mineral density	426,824 British ancestry individuals	NA	16p13.3	16	238349	FAM234A	FAM234A			ENSG00000167930			rs182103652-C	rs182103652	0	182103652	intron_variant	0	0.999608	8E-10	9.096910013008056		0.206896	[0.14-0.27] unit increase	NR [13737936] (imputed)	N
2018-06-05	29760442	Iglesias AI	2018-05-14	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29760442	Cross-ancestry genome-wide association analysis of corneal thickness strengthens link between complex and Mendelian eye diseases.	Central corneal thickness	17,803 European ancestry individuals, 8,107 Asian ancestry individuals	NA	8q22.1	8	94957094	NDUFAF6	NDUFAF6			ENSG00000156170			rs10429294-T	rs10429294	0	10429294	intron_variant	0	0.56	3E-10	9.522878745280337		2.02	[1.39-2.65] unit increase	Affymetrix, Illumina [NR] (imputed)	N
2020-03-23	31900758	Han X	2020-01-03	Eur J Epidemiol	www.ncbi.nlm.nih.gov/pubmed/31900758	Using Mendelian randomization to evaluate the causal relationship between serum C-reactive protein levels and age-related macular degeneration.	C-reactive protein levels	418,642 British ancestry individuals	NA	3q12.3	3	102127095	NR	ZPLD1			ENSG00000170044			rs75064168-G	rs75064168	0	75064168	intron_variant	0	0.90908	8E-9	8.096910013008056		0.0206163	[0.014-0.028] unit decrease	NR [NR]	N
2020-03-23	31900758	Han X	2020-01-03	Eur J Epidemiol	www.ncbi.nlm.nih.gov/pubmed/31900758	Using Mendelian randomization to evaluate the causal relationship between serum C-reactive protein levels and age-related macular degeneration.	C-reactive protein levels	418,642 British ancestry individuals	NA	3p25.3	3	9470052	NR	SETD5			ENSG00000168137			rs3774063-C	rs3774063	0	3774063	intron_variant	0	0.898541	1E-11	11.0		0.0229222	[0.016-0.03] unit decrease	NR [NR]	N
2017-07-11	28441456	Lee MK	2017-04-25	PLoS One	www.ncbi.nlm.nih.gov/pubmed/28441456	Genome-wide association study of facial morphology reveals novel associations with FREM1 and PARK2.	Facial morphology (factor 8, orbital inclination due to vertical and horizontal position of exocanthion)	2,187 European ancestry individuals	NA	3p22.1	3	41804959	NR	ULK4			ENSG00000168038			rs182151107-A	rs182151107	0	182151107	intron_variant	0	0.006909	3E-6	5.522878745280337		0.858	[0.5-1.22] unit decrease	Illumina [34985077] (imputed)	N
2017-08-16	28540026	Anney RJL	2017-05-22	Mol Autism	www.ncbi.nlm.nih.gov/pubmed/28540026	Meta-analysis of GWAS of over 16,000 individuals with autism spectrum disorder highlights a novel locus at 10q24.32 and a significant overlap with schizophrenia.	Autism spectrum disorder or schizophrenia	schizophrenia cases and controls (see Ripke, 2014), up to 6,197 European ancestry ASD cases, up to 7,377 European ancestry controls, up to 1,190 ASD cases, up to 1,190 controls	NA	7q31.1	7	110434219	intergenic							rs9656169-?	rs9656169	0	9656169	intron_variant	1		3E-8	7.522878745280337		1.0526316	[1.04-1.08]	Affymetrix, Illumina [NR]	N
2019-07-17	28552196	Tachmazidou I	2017-06-01	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/28552196	Whole-Genome Sequencing Coupled to Imputation Discovers Genetic Signals for Anthropometric Traits.	Lean body mass	3,399 whole genome sequenced individuals, 11,801 European ancestry individuals	10,676 European ancestry individuals	7q33	7	137744081	DGKI	DGKI			ENSG00000157680			rs182144552-T	rs182144552	0	182144552	intron_variant	0	0.9982	5E-6	5.301029995663981		0.8602	[0.49-1.23] unit decrease	Affymetrix, Illumina, Perlegen [15844966] (imputed)	N
2019-07-17	28552196	Tachmazidou I	2017-06-01	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/28552196	Whole-Genome Sequencing Coupled to Imputation Discovers Genetic Signals for Anthropometric Traits.	Weight	1,249 whole genome sequenced European ancestry individuals, 3,559 whole genome sequenced individuals, 46,819 European ancestry individuals, 472 Carlantino (founder/genetic isolate) individuals, 1,172 Friuli Venezia Giulia (founder/genetic isolate) individuals, 1,051 Mylopotamos (founder/genetic isolate) individuals, 942 Pomak (founder/genetic isolate) individuals, 1,779 Val Borbera (founder/genetic isolate) individuals	179,022 European ancestry individuals	12q21.2	12	77016189	E2F7	NA - E2F7		ENSG00000165891			5059	rs78733170-A	rs78733170	0	78733170	intergenic_variant	1	0.8449	3E-6	5.522878745280337		0.0425	[0.025-0.06] unit decrease	Affymetrix, Illumina, Perlegen [15844966] (imputed)	N
2017-08-10	28443625	Justice AE	2017-04-26	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28443625	Genome-wide meta-analysis of 241,258 adults accounting for smoking behaviour identifies novel loci for obesity traits.	Waist-to-hip ratio adjusted for BMI in non-smokers	75,379 European ancestry women, 45,811 European ancestry men, 4,856 European ancestry individuals, 8,799 African American/Afro-Caribbean ancestry women, 1,803 African American/Afro-Caribbean ancestry men, 1,020 Indian Asian ancestry women, 6,691 Indian Asian ancestry men, 1,526 Filipino ancestry women, 2,469 Hispanic/Latino ancestry women, 1,318 Hispanic/Latino ancestry men	16,011 European ancestry women, 17,912 European ancestry men, 105,218 European ancestry individuals, 2,073 African American/Afro-Caribbean ancestry women, 647 African American/Afro-Caribbean ancestry men	15q21.3	15	56212400	RFX7	RFX7			ENSG00000181827			rs8030605-A	rs8030605	0	8030605	intron_variant	0	0.1563	7E-6	5.154901959985743		0.02	[0.011-0.029] unit increase	Affymetrix, Illumina, Perlegen [up to 2800000] (imputed)	N
2020-01-09	23823483	Rhee EP	2013-07-02	Cell Metab	www.ncbi.nlm.nih.gov/pubmed/23823483	A genome-wide association study of the human metabolome in a community-based cohort.	Metabolite levels	2,076 European ancestry individuals	NA	16q21	16	60891982	GOT2							rs17248351-?	rs17248351	0	17248351	intergenic_variant	1	NR	5E-6	5.301029995663981	(CE 18:1)	0.6020448	[0.34-0.86] unit decrease	Affymetrix [at least 2500000] (imputed)	N
2017-12-01	28928442	Tian C	2017-09-19	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28928442	Genome-wide association and HLA region fine-mapping studies identify susceptibility loci for multiple common infections.	Tonsillectomy	60,098 European ancestry cases, 113,323 European ancestry controls	NA	3q29	3	195451066	NR	ACAP2 - PPP1R2	ENSG00000114331	ENSG00000184203		8022	63362	rs68062772-?	rs68062772	0	68062772	regulatory_region_variant	1	NR	1E-6	6.0		0.0579	[0.034-0.081] unit increase	Illumina [at least 560000] (imputed)	N
2019-08-12	27903959	Lv H	2017-01-31	Oncotarget	www.ncbi.nlm.nih.gov/pubmed/27903959	Genome-wide haplotype association study identify the FGFR2 gene as a risk gene for acute myeloid leukemia.	Core binding factor acute myeloid leukemia	175 European ancestry cases, 218 European ancestry controls	NA	19p13.12	19	15714929	NR	CYP4F12 - OR10H2; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes						rs2365812-C; rs10415360-C; rs11670393-A; rs677903-G; rs631193-A; rs645827-T; rs677449-C; rs616514-G; rs10410357-A; rs597012-C; rs2886474-T; rs596252-T; rs11085971-G; rs678856-A; rs11085969-G; rs599741-G; rs583946-C; rs12975815-A; rs11879787-G; rs9305065-C; rs10415331-C	rs2365812; rs10415360; rs11670393; rs677903; rs631193; rs645827; rs677449; rs616514; rs10410357; rs597012; rs2886474; rs596252; rs11085971; rs678856; rs11085969; rs599741; rs583946; rs12975815; rs11879787; rs9305065; rs10415331	0		intergenic_variant; non_coding_transcript_exon_variant; intergenic_variant; intron_variant; intron_variant; intron_variant; intron_variant; intron_variant; intron_variant; intron_variant; intergenic_variant; 3_prime_UTR_variant; intron_variant; intron_variant; non_coding_transcript_exon_variant; intron_variant; intron_variant; intergenic_variant; intron_variant; intergenic_variant; non_coding_transcript_exon_variant		0.001	1E-18	18.0				Affymetrix [734624]	N
2019-08-12	27903959	Lv H	2017-01-31	Oncotarget	www.ncbi.nlm.nih.gov/pubmed/27903959	Genome-wide haplotype association study identify the FGFR2 gene as a risk gene for acute myeloid leukemia.	Core binding factor acute myeloid leukemia	175 European ancestry cases, 218 European ancestry controls	NA	19p13.12	19	15714929	NR	CYP4F12 - OR10H2; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes						rs2365812-C; rs10415360-C; rs11670393-G; rs677903-G; rs631193-A; rs645827-T; rs677449-C; rs616514-G; rs10410357-A; rs597012-C; rs2886474-T; rs596252-T; rs11085971-G; rs678856-A; rs11085969-G; rs599741-G; rs583946-C; rs12975815-A; rs11879787-G; rs9305065-C; rs10415331-C	rs2365812; rs10415360; rs11670393; rs677903; rs631193; rs645827; rs677449; rs616514; rs10410357; rs597012; rs2886474; rs596252; rs11085971; rs678856; rs11085969; rs599741; rs583946; rs12975815; rs11879787; rs9305065; rs10415331	0		intergenic_variant; non_coding_transcript_exon_variant; intergenic_variant; intron_variant; intron_variant; intron_variant; intron_variant; intron_variant; intron_variant; intron_variant; intergenic_variant; 3_prime_UTR_variant; intron_variant; intron_variant; non_coding_transcript_exon_variant; intron_variant; intron_variant; intergenic_variant; intron_variant; intergenic_variant; non_coding_transcript_exon_variant		0.179	9E-7	6.045757490560675				Affymetrix [734624]	N
2017-09-11	28604731	Hammerschlag AR	2017-06-12	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28604731	Genome-wide association analysis of insomnia complaints identifies risk genes and genetic overlap with psychiatric and metabolic traits.	Daytime nap	113,054 European ancestry cases and controls	NA	11q13.3	11	69771459	NR	FGF4			ENSG00000075388			rs182197129-T	rs182197129	0	182197129	3_prime_UTR_variant	0	0.0023	7E-10	9.154901959985743		0.3	[0.21-0.39] unit increase	Affymetrix [at least 12428592] (imputed)	N
2017-09-22	28739976	Wain LV	2017-07-24	Hypertension	www.ncbi.nlm.nih.gov/pubmed/28739976	Novel Blood Pressure Locus and Gene Discovery Using Genome-Wide Association Study and Expression Data Sets From Blood and the Kidney.	Systolic blood pressure	150,134 European ancestry individuals	87,359 European ancestry individuals, 140,886 European and unknown ancestry individuals	12p12.2	12	20220607	LOC100506393, PDE3A	LINC02468 - PDE3A	ENSG00000256499	ENSG00000172572		84444	147930	rs73075659-G	rs73075659	0	73075659	regulatory_region_variant	1	0.311	1E-14	14.0		0.357	[0.27-0.45] unit decrease	Affymetrix, Illumina, Perlegen [7994604] (imputed)	N
2017-09-22	28739976	Wain LV	2017-07-24	Hypertension	www.ncbi.nlm.nih.gov/pubmed/28739976	Novel Blood Pressure Locus and Gene Discovery Using Genome-Wide Association Study and Expression Data Sets From Blood and the Kidney.	Systolic blood pressure	150,134 European ancestry individuals	87,359 European ancestry individuals, 140,886 European and unknown ancestry individuals	12p12.2	12	20220607	LOC100506393, PDE3A	LINC02468 - PDE3A	ENSG00000256499	ENSG00000172572		84444	147930	rs73075659-G	rs73075659	0	73075659	regulatory_region_variant	1	0.311	2E-8	7.698970004336019	(EA, initial)	0.445	[0.29-0.6] unit decrease	Affymetrix, Illumina, Perlegen [7994604] (imputed)	N
2019-07-17	28552196	Tachmazidou I	2017-06-01	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/28552196	Whole-Genome Sequencing Coupled to Imputation Discovers Genetic Signals for Anthropometric Traits.	Height	1,249 whole genome sequenced European ancestry individuals, 3,541 whole genome sequenced individuals, 46,910 European ancestry individuals, 471 Carlantino (founder/genetic isolate) individuals, 1,197 Friuli Venezia Giulia (founder/genetic isolate) individuals, 1,043 Mylopotamos (founder/genetic isolate) individuals, 933 Pomak (founder/genetic isolate) individuals, 1,785 Val Borbera (founder/genetic isolate) individuals	205,003 European ancestry individuals	7p21.1	7	19526890	AC007091.1	NA - HOXA3		ENSG00000105997			7579294	rs182161269-A	rs182161269	0	182161269	intron_variant	1	0.9963	4E-6	5.3979400086720375		0.4129	[0.24-0.59] unit decrease	Affymetrix, Illumina, Perlegen [15844966] (imputed)	N
2017-09-22	28739976	Wain LV	2017-07-24	Hypertension	www.ncbi.nlm.nih.gov/pubmed/28739976	Novel Blood Pressure Locus and Gene Discovery Using Genome-Wide Association Study and Expression Data Sets From Blood and the Kidney.	Diastolic blood pressure	150,134 European ancestry individuals	87,359 European ancestry individuals, 140,886 European and unknown ancestry individuals	12p12.2	12	20220607	LOC100506393, PDE3A	LINC02468 - PDE3A	ENSG00000256499	ENSG00000172572		84444	147930	rs73075659-G	rs73075659	0	73075659	regulatory_region_variant	1	0.311	2E-7	6.698970004336019	(EA, initial)	0.251	[0.15-0.35] unit decrease	Affymetrix, Illumina, Perlegen [7994604] (imputed)	N
2017-09-22	28739976	Wain LV	2017-07-24	Hypertension	www.ncbi.nlm.nih.gov/pubmed/28739976	Novel Blood Pressure Locus and Gene Discovery Using Genome-Wide Association Study and Expression Data Sets From Blood and the Kidney.	Systolic blood pressure	150,134 European ancestry individuals	87,359 European ancestry individuals, 140,886 European and unknown ancestry individuals	12p12.2	12	20220607	LOC100506393, PDE3A	LINC02468 - PDE3A	ENSG00000256499	ENSG00000172572		84444	147930	rs73075659-G	rs73075659	0	73075659	regulatory_region_variant	1	0.311	2E-8	7.698970004336019	(EA, initial)	0.445	[0.29-0.6] unit decrease	Affymetrix, Illumina, Perlegen [7994604] (imputed)	N
2017-08-30	27863252	Astle WJ	2016-11-17	Cell	www.ncbi.nlm.nih.gov/pubmed/27863252	The Allelic Landscape of Human Blood Cell Trait Variation and Links to Common Complex Disease.	Mean corpuscular hemoglobin	172,332 European ancestry individuals	NA	16p13.3	16	332991	AXIN1	AXIN1			ENSG00000103126			rs182152244-G	rs182152244	0	182152244	intron_variant	0	3.0E-4	5E-21	20.30102999566398		1.103614	[0.87-1.33] unit decrease	Affymetrix [~ 2500000] (imputed)	N
2017-10-09	28199695	Jones AV	2017-04-01	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/28199695	GWAS of self-reported mosquito bite size, itch intensity and attractiveness to mosquitoes implicates immune-related predisposition loci.	Itch intensity from mosquito bite adjusted by bite size	69,057 European ancestry individuals without immune related conditions	NA	1q32.1	1	203261325	Intergenic	CHIT1			ENSG00000133063			rs181499059-T	rs181499059	0	181499059	intron_variant	0	NR	4E-6	5.3979400086720375		0.0596366	[0.034-0.085] unit decrease	Illumina [13519193] (imputed)	N
2019-08-12	27903959	Lv H	2017-01-31	Oncotarget	www.ncbi.nlm.nih.gov/pubmed/27903959	Genome-wide haplotype association study identify the FGFR2 gene as a risk gene for acute myeloid leukemia.	Core binding factor acute myeloid leukemia	175 European ancestry cases, 218 European ancestry controls	NA	2q36.2	2	224845209	NR	DOCK10; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes						rs7577271-A; rs16866224-G; rs11675790-C; rs11682884-G; rs10210350-A; rs1821409-T; rs6732013-T; rs6436514-A; rs16866219-C	rs7577271; rs16866224; rs11675790; rs11682884; rs10210350; rs1821409; rs6732013; rs6436514; rs16866219	0		synonymous_variant; intron_variant; intron_variant; intron_variant; intron_variant; intron_variant; intron_variant; intron_variant; intron_variant		0.252	7E-13	12.154901959985743				Affymetrix [734624]	N
2019-08-12	27903959	Lv H	2017-01-31	Oncotarget	www.ncbi.nlm.nih.gov/pubmed/27903959	Genome-wide haplotype association study identify the FGFR2 gene as a risk gene for acute myeloid leukemia.	Core binding factor acute myeloid leukemia	175 European ancestry cases, 218 European ancestry controls	NA	2q36.2	2	224845209	NR	DOCK10; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes						rs7577271-A; rs16866224-G; rs11675790-C; rs11682884-G; rs10210350-A; rs1821409-C; rs6732013-T; rs6436514-A; rs16866219-C	rs7577271; rs16866224; rs11675790; rs11682884; rs10210350; rs1821409; rs6732013; rs6436514; rs16866219	0		synonymous_variant; intron_variant; intron_variant; intron_variant; intron_variant; intron_variant; intron_variant; intron_variant; intron_variant		0.481	9E-6	5.045757490560675				Affymetrix [734624]	N
2017-10-09	28199695	Jones AV	2017-04-01	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/28199695	GWAS of self-reported mosquito bite size, itch intensity and attractiveness to mosquitoes implicates immune-related predisposition loci.	Mosquito bite size	84,724 European ancestry individuals	NA	8q21.13	8	79283382	Intergenic	NA - EIF3E		ENSG00000104408			28879405	rs182156855-T	rs182156855	0	182156855	intron_variant	1	NR	6E-6	5.221848749616356		0.527444	[0.3-0.76] unit decrease	Illumina [13520550] (imputed)	N
2017-08-30	27863252	Astle WJ	2016-11-17	Cell	www.ncbi.nlm.nih.gov/pubmed/27863252	The Allelic Landscape of Human Blood Cell Trait Variation and Links to Common Complex Disease.	Immature fraction of reticulocytes	170,548 European ancestry individuals	NA	9p13.3	9	34057211	intergenic	RN7SKP114 - DCAF12	ENSG00000222259	ENSG00000198876		6967	29176	rs34756862-T	rs34756862	0	34756862	intergenic_variant	1	0.3611	2E-17	16.69897000433602		0.03227135	[0.025-0.04] unit decrease	Affymetrix [~ 2500000] (imputed)	N
2019-07-17	28552196	Tachmazidou I	2017-06-01	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/28552196	Whole-Genome Sequencing Coupled to Imputation Discovers Genetic Signals for Anthropometric Traits.	Hip circumference adjusted for BMI	1,247 whole genome sequenced European ancestry individuals, 3,052 whole genome sequenced individuals, 29,518 European ancestry individuals, 400 Carlantino (founder/genetic isolate) individuals, 831 Friuli Venezia Giulia (founder/genetic isolate) individuals, 998 Mylopotamos (founder/genetic isolate) individuals, 871 Pomak (founder/genetic isolate) individuals	205,905 European ancestry individuals	12q24.23	12	117911231	KSR2	KSR2			ENSG00000171435			rs150458590-T	rs150458590	0	150458590	intron_variant	0	0.0064	5E-6	5.301029995663981		1.0274	[0.58-1.47] unit decrease	Affymetrix, Illumina, Perlegen [15844966] (imputed)	N
2019-08-12	27903959	Lv H	2017-01-31	Oncotarget	www.ncbi.nlm.nih.gov/pubmed/27903959	Genome-wide haplotype association study identify the FGFR2 gene as a risk gene for acute myeloid leukemia.	Core binding factor acute myeloid leukemia	175 European ancestry cases, 218 European ancestry controls	NA	2q12.3	2	108199817	NR	LINC01594; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes						rs855044-T; rs12712014-A; rs855047-C; rs1563112-A; rs855039-T; rs4676183-G; rs12712018-C; rs12052813-C; rs7570544-A; rs13425781-T; rs855026-T; rs7581595-C; rs7594896-T; rs2123694-A	rs855044; rs12712014; rs855047; rs1563112; rs855039; rs4676183; rs12712018; rs12052813; rs7570544; rs13425781; rs855026; rs7581595; rs7594896; rs2123694	0		intron_variant; intron_variant; intron_variant; intergenic_variant; intron_variant; intergenic_variant; regulatory_region_variant; intergenic_variant; intergenic_variant; intron_variant; intron_variant; intergenic_variant; intergenic_variant; intron_variant		0.021	5E-8	7.301029995663981				Affymetrix [734624]	N
2019-08-12	27903959	Lv H	2017-01-31	Oncotarget	www.ncbi.nlm.nih.gov/pubmed/27903959	Genome-wide haplotype association study identify the FGFR2 gene as a risk gene for acute myeloid leukemia.	Core binding factor acute myeloid leukemia	175 European ancestry cases, 218 European ancestry controls	NA	2q12.3	2	108199817	NR	LINC01594; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes						rs855044-T; rs12712014-A; rs855047-C; rs1563112-A; rs855039-T; rs4676183-G; rs12712018-C; rs12052813-C; rs7570544-A; rs13425781-T; rs855026-T; rs7581595-C; rs7594896-T; rs2123694-G	rs855044; rs12712014; rs855047; rs1563112; rs855039; rs4676183; rs12712018; rs12052813; rs7570544; rs13425781; rs855026; rs7581595; rs7594896; rs2123694	0		intron_variant; intron_variant; intron_variant; intergenic_variant; intron_variant; intergenic_variant; regulatory_region_variant; intergenic_variant; intergenic_variant; intron_variant; intron_variant; intergenic_variant; intergenic_variant; intron_variant		0.185	6E-8	7.221848749616356				Affymetrix [734624]	N
2019-07-17	28552196	Tachmazidou I	2017-06-01	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/28552196	Whole-Genome Sequencing Coupled to Imputation Discovers Genetic Signals for Anthropometric Traits.	Hip circumference	1,254 whole genome sequenced European ancestry individuals, 3,074 whole genome sequenced individuals, 29,716 European ancestry individuals, 400 Carlantino (founder/genetic isolate) individuals, 701 Friuli Venezia Giulia (founder/genetic isolate) individuals, 1,050 Mylopotamos (founder/genetic isolate) individuals, 883 Pomak (founder/genetic isolate) individuals	205,909 European ancestry individuals	17p12	17	14428683	AC022816.2	HS3ST3B1 - NA	ENSG00000125430			79279		rs182163096-C	rs182163096	0	182163096	intergenic_variant	1	0.9985	7E-6	5.154901959985743		1.3477	[0.76-1.93] unit increase	Affymetrix, Illumina, Perlegen [15844966] (imputed)	N
