3	179562879	179588405	ACTL6A
7	100643096	100656461	ACTL6B
9	108862227	108863755	ACTL7A
9	108854587	108855995	ACTL7B
1	17755312	17827063	ACTL8
19	8697396	8698830	ACTL9
14	68874122	68937178	ACTN1
14	68979681	68987463	ACTN1-AS1
1	236686453	236764631	ACTN2
11	66546394	66563329	ACTN3
19	38647615	38730122	ACTN4
14	58200114	58234801	ACTR10
10	102479228	102502755	ACTR1A
2	97655938	97663761	ACTR1B
2	65227694	65271253	ACTR2
2	113889933	113961554	ACTR3
7	152759748	152826444	ACTR3B
2	91941132	91942470	ACTR3BP2
10	38696595	38698241	ACTR3BP5
7	149881358	150047710	ACTR3C
20	38748453	38772446	ACTR5
12	100200086	100224424	ACTR6
3	53858991	53881857	ACTR8
X	128050961	128052403	ACTRT1
1	3021481	3022903	ACTRT2
3	169766920	169769895	ACTRT3
2	157736445	157838278	ACVR1
12	51951666	51983992	ACVR1B
2	157526766	157597560	ACVR1C
2	147844516	147930827	ACVR2A
3	38454298	38493142	ACVR2B
3	38451026	38454820	ACVR2B-AS1
12	51906912	51923361	ACVRL1
3	51983283	51989202	ACY1
11	67642550	67650659	ACY3
14	75053220	75064049	ACYP1
2	53970837	54140285	ACYP2
20	44619518	44651758	ADA
22	17178789	17199783	ADA2
4	122378965	122429784	ADAD1
16	84191116	84197166	ADAD2
15	43330340	43349417	ADAL
15	58595203	58748966	ADAM10
17	44759150	44781846	ADAM11
10	126012384	126071387	ADAM12
1	155051271	155058683	ADAM15
2	9488485	9543285	ADAM17
8	39584567	39611575	ADAM18
5	157477303	157513417	ADAM19
12	111899062	111901902	ADAM1A
8	39743734	39838227	ADAM2
14	70520816	70535015	ADAM20
14	70468875	70483756	ADAM20P1
14	70452156	70459905	ADAM21
14	70245752	70247801	ADAM21P1
7	87934142	88182113	ADAM22
2	206443543	206621127	ADAM23
8	24294039	24336099	ADAM28
4	174918357	174978180	ADAM29
1	119893532	119896524	ADAM30
8	39107528	39284843	ADAM32
20	3667964	3682010	ADAM33
8	39451044	39522989	ADAM3A
16	49517645	49518585	ADAM3B
8	39314662	39417226	ADAM5
14	105969728	105972269	ADAM6
8	24440995	24507692	ADAM7
10	133262415	133276889	ADAM8
8	38996766	39105001	ADAM9
8	24384284	24406013	ADAMDEC1
21	26836286	26845409	ADAMTS1
19	8580239	8592196	ADAMTS10
5	33523534	33629705	ADAMTS12
9	133414338	133444943	ADAMTS13
10	70672505	70751471	ADAMTS14
11	130448875	130476645	ADAMTS15
5	5140329	5320302	ADAMTS16
15	99971437	100134582	ADAMTS17
16	77282127	77431412	ADAMTS18
5	129460264	129738681	ADAMTS19
5	129459558	129460689	ADAMTS19-AS1
5	179110850	179345430	ADAMTS2
12	43352842	43468586	ADAMTS20
4	72280968	72568005	ADAMTS3
1	161189728	161199053	ADAMTS4
21	26917911	26967120	ADAMTS5
5	65148735	65297237	ADAMTS6
15	78759202	78776564	ADAMTS7
15	82293282	82334561	ADAMTS7P1
11	130404922	130428513	ADAMTS8
3	64515653	64687689	ADAMTS9
3	64561345	64590084	ADAMTS9-AS1
3	64684869	65011468	ADAMTS9-AS2
9	17906514	18684957	ADAMTSL1
9	133532163	133575519	ADAMTSL2
15	83654085	83933508	ADAMTSL3
1	150549368	150558577	ADAMTSL4
1	150560894	150574552	ADAMTSL4-AS1
19	1505017	1511714	ADAMTSL5
7	897899	920889	ADAP1
17	30921735	30956629	ADAP2
1	154582056	154606300	ADAR
21	45074577	45220922	ADARB1
10	1177312	1737476	ADARB2
10	1526629	1557008	ADARB2-AS1
16	75596878	75623323	ADAT1
6	143422831	143438684	ADAT2
19	1905213	1913447	ADAT3
14	77800057	77902747	ADCK1
7	140672894	140695108	ADCK2
8	144373761	144393242	ADCK5
7	45574139	45664672	ADCY1
1	167809079	167914226	ADCY10
6	41101033	41140835	ADCY10P1
5	7396229	7827535	ADCY2
2	24819168	24887182	ADCY3
14	24318348	24335071	ADCY4
3	123282295	123355143	ADCY5
12	48766190	48783434	ADCY6
16	50246137	50310524	ADCY7
8	130780299	131040589	ADCY8
16	3953386	4116010	ADCY9
18	904383	912172	ADCYAP1
7	31052340	31111474	ADCYAP1R1
4	2843856	2928289	ADD1
2	70656783	70717780	ADD2
10	109996349	110135565	ADD3
10	109945558	110008381	ADD3-AS1
6	146598964	146802519	ADGB
10	133070928	133107124	ADGRA1
10	133085243	133086697	ADGRA1-AS1
8	37796882	37843977	ADGRA2
4	22387373	22443239	ADGRA3
8	142449702	142537078	ADGRB1
1	31727104	31757643	ADGRB2
6	68635282	69069575	ADGRB3
12	130953906	131086887	ADGRD1
12	130990625	130993976	ADGRD1-AS1
9	124451086	124475457	ADGRD2
19	6887548	6940450	ADGRE1
19	14732696	14766199	ADGRE2
19	14600174	14658531	ADGRE3
19	6952499	6990846	ADGRE4P
19	14381143	14408723	ADGRE5
6	46997702	47027761	ADGRF1
6	47656589	47697797	ADGRF2
2	26308172	26318394	ADGRF3
6	47698544	47722021	ADGRF4
6	46852504	46921940	ADGRF5
16	57619534	57665032	ADGRG1
X	18989306	19093901	ADGRG2
16	57663997	57689378	ADGRG3
X	136300962	136416644	ADGRG4
16	57529338	57577189	ADGRG5
6	142301918	142422179	ADGRG6
3	100609588	100695479	ADGRG7
19	14147736	14170775	ADGRL1
1	81306103	81988284	ADGRL2
4	61201255	62072438	ADGRL3
4	62071754	62161765	ADGRL3-AS1
1	78889763	79006810	ADGRL4
5	90558795	90745686	ADGRV1
4	99276365	99291028	ADH1A
4	99306386	99321442	ADH1B
4	99336491	99353045	ADH1C
4	99123656	99144298	ADH4
4	99070977	99088788	ADH5
4	99202637	99219246	ADH6
4	99412260	99435134	ADH7
8	66432482	66468809	ADHFE1
2	3497918	3517747	ADI1
20	38581194	38588463	ADIG
3	186842673	186858463	ADIPOQ
3	186851885	186861368	ADIPOQ-AS1
1	202940824	202957984	ADIPOR1
12	1691026	1788674	ADIPOR2
10	86968430	86970909	ADIRF
10	74151184	74528511	ADK
11	10304979	10307402	ADM
22	50481723	50486437	ADM2
19	49688684	49690990	ADM5
20	50888917	50905995	ADNP
20	50930983	50945134	ADNP-AS1
18	80109030	80140346	ADNP2
10	62804755	62808479	ADO
1	203127704	203167405	ADORA1
22	24423596	24442360	ADORA2A
22	24429205	24495074	ADORA2A-AS1
17	15927781	15953044	ADORA2B
1	111499428	111504121	ADORA3
15	72751366	72760376	ADPGK
15	72782834	72798199	ADPGK-AS1
3	119579432	119589945	ADPRH
13	113421939	113449142	ADPRHL1
1	36088851	36093932	ADPRHL2
17	10697609	10711225	ADPRM
8	26738112	26865655	ADRA1A
5	159916732	159926654	ADRA1B
20	4220630	4249012	ADRA1D
10	111077031	111080907	ADRA2A
2	96112874	96116245	ADRA2B
4	3766568	3768526	ADRA2C
10	114044046	114046908	ADRB1
5	148826592	148828634	ADRB2
8	37962994	37966666	ADRB3
20	62302060	62308862	ADRM1
22	40346499	40363066	ADSL
1	244408491	244451162	ADSS
14	104724196	104747315	ADSSL1
6	11713522	11770089	ADTRP
7	44104319	44114564	AEBP1
12	19404100	19466850	AEBP2
15	88604600	88632281	AEN
19	3052909	3062373	AES
4	7758712	7872080	AFAP1
4	7754089	7778928	AFAP1-AS1
5	149271837	149312375	AFAP1L1
10	114280759	114326023	AFAP1L2
6	167826871	167951203	AFDN
6	167823889	167826796	AFDN-DT
4	86934605	87134543	AFF1
4	86924893	86934850	AFF1-AS1
X	148500618	149000663	AFF2
2	99545860	99672511	AFF3
5	132875378	132901124	AFF4
6	108294873	108373070	AFG1L
16	89972579	89996620	AFG3L1P
18	12328943	12377276	AFG3L2
4	73481744	73499240	AFM
17	78185101	78197560	AFMID
4	73436218	73455785	AFP
2	64524304	64593005	AFTPH
4	177430773	177442469	AGA
2	235494088	235853202	AGAP1
2	235505750	235507566	AGAP1-IT1
10	86970740	87010203	AGAP11
10	48010131	48031640	AGAP12P
12	57723764	57738246	AGAP2
12	57726239	57728356	AGAP2-AS1
7	151085830	151123638	AGAP3
10	45825591	45847473	AGAP4
10	73674274	73697796	AGAP5
10	49981195	50010499	AGAP6
10	46109494	46131678	AGAP7P
10	47501853	47523638	AGAP9
15	86079638	86270028	AGBL1
15	86296832	86316968	AGBL1-AS1
11	47659167	47710312	AGBL2
7	134986138	135044103	AGBL3
1	48520156	50023913	AGBL4
1	49374200	49472085	AGBL4-IT1
2	27051422	27059535	AGBL5
2	27049682	27050264	AGBL5-AS1
6	32180967	32184322	AGER
2	227472168	227556668	AGFG1
7	100539210	100556623	AGFG2
5	77030384	77065234	AGGF1
7	141551277	141650595	AGK
1	99850076	99923443	AGL
1	15571698	15585110	AGMAT
7	15117222	15562015	AGMO
1	35869807	35924299	AGO1
8	140520150	140599814	AGO2
1	35925682	36056462	AGO3
1	35807623	35841223	AGO4
6	32168205	32176139	AGPAT1
9	136673142	136687459	AGPAT2
21	43865159	43960779	AGPAT3
6	161129979	161274061	AGPAT4
6	161160113	161161982	AGPAT4-IT1
8	6708356	6761455	AGPAT5
2	177392742	177543834	AGPS
7	16791810	16804999	AGR2
7	16854710	16880748	AGR3
1	1020101	1056119	AGRN
16	67482570	67483813	AGRP
1	230702522	230714590	AGT
9	85546538	85654575	AGTPBP1
3	148697870	148743003	AGTR1
X	116170704	116174972	AGTR2
1	11736084	11750771	AGTRAP
2	240868744	240879119	AGXT
5	34998098	35047894	AGXT2
1	246839097	246931224	AHCTF1
2	161499066	161507902	AHCTF1P1
20	34235011	34301885	AHCY
1	109984764	110023742	AHCYL1
7	129225013	129430211	AHCYL2
1	27534244	27578324	AHDC1
6	135283971	135497728	AHI1
11	62433541	62545687	AHNAK
14	104937250	104966220	AHNAK2
7	17298651	17346151	AHR
5	304175	438291	AHRR
14	77457876	77469472	AHSA1
2	61177417	61187551	AHSA2P
3	186612922	186621318	AHSG
16	31527851	31528804	AHSP
12	8602165	8612867	AICDA
1	222668012	222712522	AIDA
6	31615208	31616510	AIF1
9	131096475	131123144	AIF1L
X	130129361	130138040	AIFM1
10	70112266	70132934	AIFM2
22	20965129	20981360	AIFM3
6	143059362	143190602	AIG1
1	159059225	159076766	AIM2
4	106315609	106348492	AIMP1
7	6009250	6023834	AIMP2
11	67468178	67491103	AIP
17	6423736	6435132	AIPL1
21	44285837	44298219	AIRE
6	160003290	160007664	AIRN
1	4654774	4777794	AJAP1
9	136842505	136847345	AJM1
14	22971173	22977223	AJUBA
9	127866479	127873548	AK1
1	33007939	33036868	AK2
9	4709555	4726227	AK3
1	65147341	65232137	AK4
1	77281907	77504953	AK5
5	69351725	69369582	AK6
14	96392087	96489427	AK7
9	132725573	132827480	AK8
6	109492854	109583249	AK9
18	5142910	5197256	AKAIN1
17	57085191	57121335	AKAP1
17	19904301	19977820	AKAP10
13	42271469	42319264	AKAP11
6	151239814	151358537	AKAP12
15	85380615	85749358	AKAP13
X	119895972	119903659	AKAP14
X	1591592	1602514	AKAP17A
9	110048597	110172512	AKAP2
12	4615507	4645157	AKAP3
X	50190767	50200353	AKAP4
14	64465498	64474503	AKAP5
14	32203609	32831051	AKAP6
6	131125697	131199539	AKAP7
19	15353520	15370179	AKAP8
19	15380047	15419020	AKAP8L
7	91940866	92110668	AKAP9
11	8911116	8920079	AKIP1
1	38991243	39006065	AKIRIN1
6	87674859	87702267	AKIRIN2
9	114334148	114387289	AKNA
1	108815897	108857104	AKNAD1
1	45550778	45570049	AKR1A1
7	134442349	134459129	AKR1B1
7	134527591	134536638	AKR1B10
7	134549096	134579840	AKR1B15
10	4963261	4977966	AKR1C1
10	4987774	5004014	AKR1C2
10	5048765	5098176	AKR1C3
10	5196834	5218947	AKR1C4
10	4871666	4916273	AKR1C6P
10	5154459	5185187	AKR1C8P
7	138076431	138118304	AKR1D1
10	4824553	4841777	AKR1E2
1	19302707	19312139	AKR7A2
1	112923349	112924673	AKR7A2P1
1	19274228	19287740	AKR7A3
1	19259319	19274122	AKR7L
14	104769348	104793601	AKT1
19	49869032	49876249	AKT1S1
19	40230316	40265351	AKT2
1	243488232	243567013	AKT3
16	53491039	53503206	AKTIP
9	113386311	113395831	ALAD
3	52198082	52214327	ALAS1
X	55009054	55031064	ALAS2
4	73404238	73421484	ALB
3	105366712	105525387	ALCAM
19	49453215	49471048	ALDH16A1
10	95605928	95656522	ALDH18A1
9	72900661	72953317	ALDH1A1
15	57953423	58014097	ALDH1A2
15	100879691	100916626	ALDH1A3
9	38392663	38398665	ALDH1B1
3	126103560	126180607	ALDH1L1
3	126103639	126108069	ALDH1L1-AS1
3	126180064	126210169	ALDH1L1-AS2
12	105019783	105070513	ALDH1L2
12	111766886	111809985	ALDH2
17	19737983	19744728	ALDH3A1
17	19648145	19677412	ALDH3A2
11	68008546	68029282	ALDH3B1
11	67662161	67674840	ALDH3B2
1	18871429	18890891	ALDH4A1
6	24494968	24537207	ALDH5A1
14	74057661	74072600	ALDH6A1
5	126541840	126594439	ALDH7A1
6	134917389	134950122	ALDH8A1
1	165662211	165698599	ALDH9A1
16	30053089	30070414	ALDOA
9	101420559	101435780	ALDOB
17	28573114	28576907	ALDOC
16	5071808	5085394	ALG1
12	34022280	34028302	ALG10
12	38316678	38329725	ALG10B
13	52012386	52029644	ALG11
22	49860162	49918458	ALG12
X	111680740	111688800	ALG13
1	94981564	95072951	ALG14
3	125929271	125933594	ALG1L
3	130081830	130098390	ALG1L2
11	71794362	71813859	ALG1L9P
9	99216424	99221964	ALG2
3	184242328	184247797	ALG3
13	36949769	36999352	ALG5
1	63367589	63438562	ALG6
11	78100941	78139617	ALG8
11	111776095	111860279	ALG9
2	29190991	29223900	ALK
8	52534036	52565461	ALKAL1
2	279557	288308	ALKAL2
14	77672403	77708013	ALKBH1
12	109088187	109093488	ALKBH2
11	43880806	43920275	ALKBH3
11	43909288	43920944	ALKBH3-AS1
7	102456219	102464857	ALKBH4
17	18183552	18209954	ALKBH5
19	36009115	36014153	ALKBH6
19	6372432	6375031	ALKBH7
11	107502725	107560830	ALKBH8
2	3645367	3702671	ALLC
2	73385757	73609919	ALMS1
2	73457102	73459482	ALMS1-IT1
2	73644918	73685572	ALMS1P1
17	6993790	7010523	ALOX12
17	6985122	7012334	ALOX12-AS1
17	8072635	8087703	ALOX12B
17	6853575	6900349	ALOX12P2
17	4630918	4641673	ALOX15
17	8039039	8049134	ALOX15B
17	6657718	6661382	ALOX15P1
10	45374165	45446117	ALOX5
13	30713477	30764426	ALOX5AP
17	8095899	8118263	ALOXE3
2	232456111	232460745	ALPI
4	112285994	112441814	ALPK1
18	58481246	58544664	ALPK2
15	84816679	84873482	ALPK3
1	21508981	21578412	ALPL
2	232378533	232382889	ALPP
2	232406841	232410714	ALPPL2
2	201700262	201757504	ALS2
3	46668994	46681522	ALS2CL
2	201288270	201344255	ALS2CR12
12	85280257	85301784	ALX1
1	110060374	110070700	ALX3
11	44260727	44310166	ALX4
17	81887834	81891586	ALYREF
5	33986985	34008115	AMACR
4	70592257	70607288	AMBN
9	114060126	114078472	AMBP
11	46396411	46561160	AMBRA1
6	110814620	110895713	AMD1
12	95943292	95968592	AMDHD1
16	2520344	2529731	AMDHD2
X	11293412	11300761	AMELX
X	64185116	64205744	AMER1
13	25161678	25172167	AMER2
2	130754474	130768134	AMER3
16	56361451	56424195	AMFR
19	2249278	2252073	AMH
12	53423854	53431527	AMHR2
1	109504174	109509742	AMIGO1
12	47075706	47079951	AMIGO2
3	49716833	49719805	AMIGO3
X	110194185	110318152	AMMECR1
2	127861629	127873058	AMMECR1L
14	102922429	102930842	AMN
12	31671136	31706331	AMN1
X	112774876	112819438	AMOT
11	94706417	94857740	AMOTL1
3	134355344	134373794	AMOTL2
1	114673097	114695618	AMPD1
1	109619812	109632055	AMPD2
11	10450320	10507579	AMPD3
7	38383693	38631497	AMPH
3	49416777	49422678	AMT
4	70518571	70532743	AMTN
1	103655518	103664551	AMY1A
1	103687414	103696267	AMY1B
1	103745429	103758692	AMY1C
1	103617331	103625780	AMY2A
1	103554643	103579534	AMY2B
7	2679521	2709141	AMZ1
17	68205485	68257157	AMZ2
17	64966549	64975585	AMZ2P1
2	111766149	111884139	ANAPC1
4	144967116	145097382	ANAPC10
17	81890789	81900533	ANAPC11
3	134477703	134485989	ANAPC13
11	72106375	72112232	ANAPC15
10	72215999	72235860	ANAPC16
2	86861824	86895042	ANAPC1P1
9	137174783	137188585	ANAPC2
4	25377225	25418498	ANAPC4
12	121308244	121352310	ANAPC5
12	110372899	110401551	ANAPC7
14	20684176	20694186	ANG
14	76786472	76812863	ANGEL1
1	212992181	213015477	ANGEL2
8	107249481	107336515	ANGPT1
8	6499650	6563263	ANGPT2
20	869898	916334	ANGPT4
1	178849534	178869329	ANGPTL1
9	127087348	127122684	ANGPTL2
1	62597486	62606305	ANGPTL3
19	8364126	8374373	ANGPTL4
11	101890673	101916522	ANGPTL5
19	10092336	10102657	ANGPTL6
1	11189288	11194413	ANGPTL7
19	11239618	11241943	ANGPTL8
12	133218311	133235485	ANHX
8	41653224	41665286	ANK1
4	112706017	113383736	ANK2
10	60026297	60141016	ANK3
2	189674291	189726002	ANKAR
15	64911901	64958700	ANKDD1A
5	75611288	75671846	ANKDD1B
20	10034998	10056762	ANKEF1
17	56110934	56482646	ANKFN1
17	4163817	4209932	ANKFY1
5	14704799	14796244	ANKH
5	140401813	140472477	ANKHD1
5	140401813	140549578	ANKHD1-EIF4EBP3
7	92246222	92401383	ANKIB1
11	113386013	113400348	ANKK1
19	17281644	17287646	ANKLE1
12	132725666	132755094	ANKLE2
2	240468631	240557974	ANKMY1
7	16599775	16645816	ANKMY2
5	73552199	73565617	ANKRA2
10	90912099	90921275	ANKRD1
13	110878539	110915071	ANKRD10
16	89267618	89317022	ANKRD11
18	9136752	9271973	ANKRD12
12	109999168	110033856	ANKRD13A
17	29589768	29612175	ANKRD13B
1	70259001	70316300	ANKRD13C
11	67289290	67301128	ANKRD13D
10	5861725	5889897	ANKRD16
4	73073965	73223071	ANKRD17
9	38566259	38620582	ANKRD18A
9	33524412	33575442	ANKRD18B
9	97155892	97238742	ANKRD18CP
3	198057530	198080671	ANKRD18DP
9	92809610	92838457	ANKRD19P
10	97572440	97583884	ANKRD2
9	67859314	67900617	ANKRD20A1
21	13943768	13980444	ANKRD20A11P
13	23907283	23949315	ANKRD20A19P
9	40223284	40264615	ANKRD20A2
20	30681104	30723916	ANKRD20A21P
9	66093945	66152932	ANKRD20A3
9	64369562	64412691	ANKRD20A4
9	64369393	64469242	ANKRD20A4-ANKRD20A20P
18	14179096	14227050	ANKRD20A5P
2	94760927	94857075	ANKRD20A8P
13	18811142	18871967	ANKRD20A9P
10	88819898	88851975	ANKRD22
2	96837913	96844021	ANKRD23
19	4182617	4224814	ANKRD24
10	26938194	27100498	ANKRD26
16	46469336	46569097	ANKRD26P1
13	19262799	19344973	ANKRD26P3
19	32597000	32674912	ANKRD27
3	15667235	15756551	ANKRD28
18	23598925	23662830	ANKRD29
10	37125753	37219526	ANKRD30A
18	14748239	14772195	ANKRD30B
2	132147590	132161952	ANKRD30BL
21	13038165	13118251	ANKRD30BP2
10	45154661	45186041	ANKRD30BP3
5	75068296	75195727	ANKRD31
12	51888008	51890474	ANKRD33
5	10564322	10657816	ANKRD33B
1	145959440	145964582	ANKRD34A
5	80556754	80564709	ANKRD34B
15	79282803	79298239	ANKRD34C
15	79191706	79283945	ANKRD34C-AS1
1	145866559	145885866	ANKRD35
2	97113152	97118949	ANKRD36
2	97492662	97544850	ANKRD36B
1	168245564	168247430	ANKRD36BP1
2	88765901	88806596	ANKRD36BP2
2	95849547	95992320	ANKRD36C
4	185396685	185400243	ANKRD37
2	96847984	96858019	ANKRD39
17	50693189	50702008	ANKRD40
11	83193738	83215200	ANKRD42
2	196962616	197199031	ANKRD44
2	197250857	197302519	ANKRD44-IT1
1	173608335	173668407	ANKRD45
8	100509751	100559711	ANKRD46
11	94493986	94499578	ANKRD49
4	124664047	124712282	ANKRD50
12	56237806	56257821	ANKRD52
2	70977182	70985499	ANKRD53
22	37830852	37843835	ANKRD54
5	56099679	56143883	ANKRD55
6	89433177	89633684	ANKRD6
20	58216125	58228653	ANKRD60
7	6031375	6036552	ANKRD61
18	12093795	12129764	ANKRD62
22	16653707	16675540	ANKRD62P1-PARP4P3
